weekday,weekday_fct,weekday_chr,holiday,holiday_chr,holiday_fct,season,season_chr,season_fct,workingday,workingday_chr,workingday_fct,month,month_chr,month_fct,yr,yr_chr,yr_fct,weathersit,weathersit_chr,weathersit_fct,instant,dteday,mnth,temp,atemp,hum,windspeed,casual,registered,cnt
Monday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,July,July,July,2012,other,NA,Good,other,NA,549,2012-07-02,7,1308,1371.555928,4400,871,904,5323,6227
Tuesday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,July,July,July,2012,other,NA,Good,other,NA,550,2012-07-03,7,1308,1372.2634,4900,536,1052,5608,6660
Wednesday,NA,other,Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,July,July,July,2012,other,NA,Good,other,NA,551,2012-07-04,7,1355,1406.5815719999998,5300,603,2562,4841,7403
Thursday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,July,July,July,2012,other,NA,Good,other,NA,552,2012-07-05,7,1402,1440.140252,4500,804,1405,4836,6241
Friday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,July,July,July,2012,other,NA,Good,other,NA,553,2012-07-06,7,1402,1429.9281480000002,4500,603,1366,4841,6207
Saturday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,July,July,July,2012,other,NA,Good,other,NA,554,2012-07-07,7,1496,1490.4794279999999,4900,670,1448,3392,4840
Sunday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,July,July,July,2012,other,NA,Good,other,NA,555,2012-07-08,7,1402,1473.697776,5700,536,1203,3469,4672
Monday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,July,July,July,2012,other,NA,Clouds/Mist,other,NA,556,2012-07-09,7,1167,1316.086424,6800,804,998,5571,6569
Tuesday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,July,July,July,2012,other,NA,Clouds/Mist,other,NA,557,2012-07-10,7,1167,1328.5041760000001,6600,670,954,5336,6290
Wednesday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,July,July,July,2012,other,NA,Good,other,NA,558,2012-07-11,7,1167,1311.713276,6300,670,975,6289,7264
Thursday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,July,July,July,2012,other,NA,Good,other,NA,559,2012-07-12,7,1167,1316.813548,5200,603,1032,6414,7446
Friday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,July,July,July,2012,other,NA,Clouds/Mist,other,NA,560,2012-07-13,7,1214,1332.130548,4800,335,1511,5988,7499
Saturday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,July,July,July,2012,other,NA,Clouds/Mist,other,NA,561,2012-07-14,7,1167,1329.9445520000002,6900,603,2355,4614,6969
Sunday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,July,July,July,2012,other,NA,Good,other,NA,562,2012-07-15,7,1261,1375.206576,7100,737,1920,4111,6031
Monday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,July,July,July,2012,other,NA,Good,other,NA,563,2012-07-16,7,1261,1397.0884999999998,6400,737,1088,5742,6830
Tuesday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,July,July,July,2012,other,NA,Good,other,NA,564,2012-07-17,7,1402,1433.569548,5000,469,921,5865,6786
Wednesday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,July,July,July,2012,other,NA,Good,other,NA,565,2012-07-18,7,1355,1421.8939480000001,5700,603,799,4914,5713
Thursday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,July,July,July,2012,other,NA,Good,other,NA,566,2012-07-19,7,1308,1386.1261519999998,6000,737,888,5703,6591
Friday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,July,July,July,2012,other,NA,Clouds/Mist,other,NA,567,2012-07-20,7,1073,1268.6569,8400,938,747,5123,5870
Saturday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,July,July,July,2012,other,NA,Rain/Snow/Storm,other,NA,568,2012-07-21,7,932,1195.6982719999999,8600,938,1264,3195,4459
Sunday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,July,July,July,2012,other,NA,Clouds/Mist,other,NA,569,2012-07-22,7,1073,1280.3325,7600,402,2544,4866,7410
Monday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,July,July,July,2012,other,NA,Good,other,NA,570,2012-07-23,7,1214,1357.6596519999998,6900,603,1135,5831,6966
Tuesday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,July,July,July,2012,other,NA,Good,other,NA,571,2012-07-24,7,1261,1376.6562000000001,6500,938,1140,6452,7592
Wednesday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,July,July,July,2012,other,NA,Good,other,NA,572,2012-07-25,7,1214,1316.086424,4500,737,1383,6790,8173
Thursday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,July,July,July,2012,other,NA,Good,other,NA,573,2012-07-26,7,1308,1414.588028,5900,1273,1036,5825,6861
Friday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,July,July,July,2012,other,NA,Good,other,NA,574,2012-07-27,7,1308,1408.754852,5900,670,1259,5645,6904
Saturday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,July,July,July,2012,other,NA,Good,other,NA,575,2012-07-28,7,1261,1366.430224,6100,670,2234,4451,6685
Sunday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,July,July,July,2012,other,NA,Good,other,NA,576,2012-07-29,7,1167,1332.130548,6200,737,2153,4444,6597
Monday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,July,July,July,2012,other,NA,Good,other,NA,577,2012-07-30,7,1214,1351.8449719999999,6600,670,1040,6065,7105
Tuesday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,July,July,July,2012,other,NA,Good,other,NA,578,2012-07-31,7,1167,1326.307776,7000,737,968,6248,7216
Wednesday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,August,August,August,2012,other,NA,Good,other,NA,579,2012-08-01,8,1167,1331.4080480000002,6700,603,1074,6506,7580
Thursday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,August,August,August,2012,other,NA,Good,other,NA,580,2012-08-02,8,1261,1377.393728,6500,536,983,6278,7261
Friday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,August,August,August,2012,other,NA,Clouds/Mist,other,NA,581,2012-08-03,8,1261,1395.634252,6400,938,1328,5847,7175
Saturday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,August,August,August,2012,other,NA,Good,other,NA,582,2012-08-04,8,1355,1428.4646520000001,6100,1139,2345,4479,6824
Sunday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,August,August,August,2012,other,NA,Good,other,NA,583,2012-08-05,8,1308,1405.1273239999998,6500,1273,1707,3757,5464
Monday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,August,August,August,2012,other,NA,Clouds/Mist,other,NA,584,2012-08-06,8,1261,1381.044376,6500,536,1233,5780,7013
Tuesday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,August,August,August,2012,other,NA,Clouds/Mist,other,NA,585,2012-08-07,8,1214,1366.4498760000001,7000,469,1278,5995,7273
Wednesday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,August,August,August,2012,other,NA,Clouds/Mist,other,NA,586,2012-08-08,8,1261,1378.120852,6700,469,1263,6271,7534
Thursday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,August,August,August,2012,other,NA,Good,other,NA,587,2012-08-09,8,1261,1368.631248,6200,670,1196,6090,7286
Friday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,August,August,August,2012,other,NA,Clouds/Mist,other,NA,588,2012-08-10,8,1167,1332.140952,7100,1072,1065,4721,5786
Saturday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,August,August,August,2012,other,NA,Clouds/Mist,other,NA,589,2012-08-11,8,1120,1297.8366520000002,7300,871,2247,4052,6299
Sunday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,August,August,August,2012,other,NA,Good,other,NA,590,2012-08-12,8,1120,1305.1333240000001,5300,536,2182,4362,6544
Monday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,August,August,August,2012,other,NA,Good,other,NA,591,2012-08-13,8,1167,1325.5656240000003,5400,603,1207,5676,6883
Tuesday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,August,August,August,2012,other,NA,Good,other,NA,592,2012-08-14,8,1214,1342.356524,6800,737,1128,5656,6784
Wednesday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,August,August,August,2012,other,NA,Good,other,NA,593,2012-08-15,8,1167,1316.066772,6100,737,1198,6149,7347
Thursday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,August,August,August,2012,other,NA,Good,other,NA,594,2012-08-16,8,1167,1316.8193280000003,5100,603,1338,6267,7605
Friday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,August,August,August,2012,other,NA,Good,other,NA,595,2012-08-17,8,1167,840.2144,5700,1005,1483,5665,7148
Saturday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,August,August,August,2012,other,NA,Good,other,NA,596,2012-08-18,8,1073,1274.490076,6000,737,2827,5038,7865
Sunday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,August,August,August,2012,other,NA,Clouds/Mist,other,NA,597,2012-08-19,8,979,1257.7084240000002,7100,335,1208,3341,4549
Monday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,August,August,August,2012,other,NA,Clouds/Mist,other,NA,598,2012-08-20,8,979,1248.937852,7300,536,1026,5504,6530
Tuesday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,August,August,August,2012,other,NA,Good,other,NA,599,2012-08-21,8,1026,1254.7848999999999,6700,268,1081,5925,7006
Wednesday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,August,August,August,2012,other,NA,Good,other,NA,600,2012-08-22,8,1073,1278.8632240000002,6700,268,1094,6281,7375
Thursday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,August,August,August,2012,other,NA,Good,other,NA,601,2012-08-23,8,1120,1296.381248,6300,335,1363,6402,7765
Friday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,August,August,August,2012,other,NA,Clouds/Mist,other,NA,602,2012-08-24,8,1167,1308.0476,6100,268,1325,6257,7582
Saturday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,August,August,August,2012,other,NA,Clouds/Mist,other,NA,603,2012-08-25,8,1073,1275.212576,7100,1072,1829,4224,6053
Sunday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,August,August,August,2012,other,NA,Clouds/Mist,other,NA,604,2012-08-26,8,1026,1248.971376,8400,1005,1483,3772,5255
Monday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,August,August,August,2012,other,NA,Good,other,NA,605,2012-08-27,8,1167,1316.8193280000003,7300,536,989,5928,6917
Tuesday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,August,August,August,2012,other,NA,Good,other,NA,606,2012-08-28,8,1214,1329.9538000000002,6200,804,935,6105,7040
Wednesday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,August,August,August,2012,other,NA,Good,other,NA,607,2012-08-29,8,1120,1294.907348,5500,469,1177,6520,7697
Thursday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,August,August,August,2012,other,NA,Good,other,NA,608,2012-08-30,8,1167,1314.612524,5900,335,1172,6541,7713
Friday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,August,August,August,2012,other,NA,Good,other,NA,609,2012-08-31,8,1261,1356.9464,5800,737,1433,5917,7350
Saturday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,September,September,September,2012,other,NA,Clouds/Mist,other,NA,610,2012-09-01,9,1261,1372.268024,6300,469,2352,3788,6140
Sunday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,September,September,September,2012,other,NA,Clouds/Mist,other,NA,611,2012-09-02,9,1120,1310.2440000000001,8100,268,2613,3197,5810
Monday,NA,other,Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,September,September,September,2012,other,NA,Good,other,NA,612,2012-09-03,9,1167,1324.843124,7900,670,1965,4069,6034
Tuesday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,September,September,September,2012,other,NA,Good,other,NA,613,2012-09-04,9,1214,1354.042528,7500,1005,867,5997,6864
Wednesday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,September,September,September,2012,other,NA,Good,other,NA,614,2012-09-05,9,1214,1379.584348,7400,804,832,6280,7112
Thursday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,September,September,September,2012,other,NA,Clouds/Mist,other,NA,615,2012-09-06,9,1120,1317.5603240000003,8100,603,611,5592,6203
Friday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,September,September,September,2012,other,NA,Good,other,NA,616,2012-09-07,9,1167,1319.727824,7300,737,1045,6459,7504
Saturday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,September,September,September,2012,other,NA,Clouds/Mist,other,NA,617,2012-09-08,9,1026,1266.455876,7900,1206,1557,4419,5976
Sunday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,September,September,September,2012,other,NA,Good,other,NA,618,2012-09-09,9,932,1229.2373,5400,1005,2570,5657,8227
Monday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,September,September,September,2012,other,NA,Good,other,NA,619,2012-09-10,9,885,1213.8960240000001,5000,1139,1118,6407,7525
Tuesday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,September,September,September,2012,other,NA,Good,other,NA,620,2012-09-11,9,885,1200.761552,5200,402,1070,6697,7767
Wednesday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,September,September,September,2012,other,NA,Good,other,NA,621,2012-09-12,9,932,1219.0067,5700,536,1050,6820,7870
Thursday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,September,September,September,2012,other,NA,Good,other,NA,622,2012-09-13,9,932,1229.969048,6300,335,1054,6750,7804
Friday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,September,September,September,2012,other,NA,Good,other,NA,623,2012-09-14,9,979,1246.759948,6700,402,1379,6630,8009
Saturday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,September,September,September,2012,other,NA,Good,other,NA,624,2012-09-15,9,932,1237.262252,5000,1072,3160,5554,8714
Sunday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,September,September,September,2012,other,NA,Good,other,NA,625,2012-09-16,9,885,1210.9724999999999,5600,402,2166,5167,7333
Monday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,September,September,September,2012,other,NA,Clouds/Mist,other,NA,626,2012-09-17,9,885,1199.3258000000003,7300,670,1022,5847,6869
Tuesday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,September,September,September,2012,other,NA,Clouds/Mist,other,NA,627,2012-09-18,9,979,1213.2174519999999,8700,1541,371,3702,4073
Wednesday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,September,September,September,2012,other,NA,Good,other,NA,628,2012-09-19,9,791,1184.707024,5300,938,788,6803,7591
Thursday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,September,September,September,2012,other,NA,Good,other,NA,629,2012-09-20,9,791,1175.2139519999998,6100,469,939,6781,7720
Friday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Working Day,other,NA,September,September,September,2012,other,NA,Good,other,NA,630,2012-09-21,9,932,1221.1984759999998,6600,670,1250,6917,8167
Saturday,NA,other,Non-Holiday,other,NA,Fall,other,NA,Non-Working Day,other,NA,September,September,September,2012,other,NA,Good,other,NA,631,2012-09-22,9,1026,1265.7241279999998,6400,1273,2512,5883,8395
Sunday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,September,September,September,2012,other,NA,Good,other,NA,632,2012-09-23,9,744,1159.886548,4600,938,2454,5453,7907
Monday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,September,September,September,2012,other,NA,Good,other,NA,633,2012-09-24,9,744,1140.9050280000001,4900,603,1001,6435,7436
Tuesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,September,September,September,2012,other,NA,Good,other,NA,634,2012-09-25,9,791,1189.0709239999999,5600,1005,845,6693,7538
Wednesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,September,September,September,2012,other,NA,Good,other,NA,635,2012-09-26,9,979,1249.684628,6300,1072,787,6946,7733
Thursday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,September,September,September,2012,other,NA,Clouds/Mist,other,NA,636,2012-09-27,9,1026,1262.8191,6900,603,751,6642,7393
Friday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,September,September,September,2012,other,NA,Clouds/Mist,other,NA,637,2012-09-28,9,979,1237.257628,6900,670,1045,6370,7415
Saturday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,September,September,September,2012,other,NA,Good,other,NA,638,2012-09-29,9,791,1173.022176,5400,1005,2589,5966,8555
Sunday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,September,September,September,2012,other,NA,Good,other,NA,639,2012-09-30,9,744,1158.4184280000002,5800,603,2015,4874,6889
Monday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2012,other,NA,Clouds/Mist,other,NA,640,2012-10-01,10,744,1151.872,6400,402,763,6015,6778
Tuesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2012,other,NA,Rain/Snow/Storm,other,NA,641,2012-10-02,10,885,1186.9369479999998,8700,402,315,4324,4639
Wednesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2012,other,NA,Clouds/Mist,other,NA,642,2012-10-03,10,1026,1252.5977480000001,7900,268,728,6844,7572
Thursday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2012,other,NA,Clouds/Mist,other,NA,643,2012-10-04,10,1026,1262.8191,7200,469,891,6437,7328
Friday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2012,other,NA,Good,other,NA,644,2012-10-05,10,932,1230.6961720000002,6200,469,1516,6640,8156
Saturday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,October,October,October,2012,other,NA,Good,other,NA,645,2012-10-06,10,838,1182.530276,6600,1139,3031,4934,7965
Sunday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,October,October,October,2012,other,NA,Clouds/Mist,other,NA,646,2012-10-07,10,509,1045.303828,7000,603,781,2729,3510
Monday,NA,other,Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,October,October,October,2012,other,NA,Clouds/Mist,other,NA,647,2012-10-08,10,462,1008.074848,7000,804,874,4604,5478
Tuesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2012,other,NA,Clouds/Mist,other,NA,648,2012-10-09,10,556,1066.457472,7600,804,601,5791,6392
Wednesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2012,other,NA,Good,other,NA,649,2012-10-10,10,744,1141.632152,6300,804,780,6911,7691
Thursday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2012,other,NA,Good,other,NA,650,2012-10-11,10,556,1058.429052,4600,804,834,6736,7570
Friday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2012,other,NA,Good,other,NA,651,2012-10-12,10,556,1060.630076,5300,1005,1060,6222,7282
Saturday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,October,October,October,2012,other,NA,Good,other,NA,652,2012-10-13,10,462,1012.4537760000001,4900,603,2252,4857,7109
Sunday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,October,October,October,2012,other,NA,Good,other,NA,653,2012-10-14,10,744,1147.4838240000001,6400,1206,2080,4559,6639
Monday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2012,other,NA,Clouds/Mist,other,NA,654,2012-10-15,10,838,1183.2574,7000,1273,760,5115,5875
Tuesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2012,other,NA,Good,other,NA,655,2012-10-16,10,650,1092.737976,5500,804,922,6612,7534
Wednesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2012,other,NA,Good,other,NA,656,2012-10-17,10,603,1080.324848,6900,402,979,6482,7461
Thursday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2012,other,NA,Clouds/Mist,other,NA,657,2012-10-18,10,744,1152.5945,7200,1005,1008,6501,7509
Friday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2012,other,NA,Clouds/Mist,other,NA,658,2012-10-19,10,838,1181.807776,8100,603,753,4671,5424
Saturday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,October,October,October,2012,other,NA,Good,other,NA,659,2012-10-20,10,650,1106.605352,5700,469,2806,5284,8090
Sunday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,October,October,October,2012,other,NA,Good,other,NA,660,2012-10-21,10,603,1087.631924,5100,737,2132,4692,6824
Monday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2012,other,NA,Good,other,NA,661,2012-10-22,10,650,1118.280952,5600,335,830,6228,7058
Tuesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2012,other,NA,Good,other,NA,662,2012-10-23,10,791,1173.031424,6400,402,841,6625,7466
Wednesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2012,other,NA,Good,other,NA,663,2012-10-24,10,885,1205.8814760000002,6300,268,795,6898,7693
Thursday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2012,other,NA,Clouds/Mist,other,NA,664,2012-10-25,10,791,1172.3193280000003,8000,536,875,6484,7359
Friday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2012,other,NA,Clouds/Mist,other,NA,665,2012-10-26,10,791,1164.299,8000,536,1182,6262,7444
Saturday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,October,October,October,2012,other,NA,Clouds/Mist,other,NA,666,2012-10-27,10,744,1155.4937479999999,7200,1005,2643,5209,7852
Sunday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,October,October,October,2012,other,NA,Clouds/Mist,other,NA,667,2012-10-28,10,650,1100.743276,6900,1742,998,3461,4459
Monday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2012,other,NA,Rain/Snow/Storm,other,NA,668,2012-10-29,10,556,1067.9464,8800,1541,2,20,22
Tuesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2012,other,NA,Clouds/Mist,other,NA,669,2012-10-30,10,274,918.254804,8200,938,87,1009,1096
Wednesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,October,October,October,2012,other,NA,Clouds/Mist,other,NA,670,2012-10-31,10,368,977.4316,6600,737,419,5147,5566
Thursday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2012,other,NA,Clouds/Mist,other,NA,671,2012-11-01,11,415,987.652952,5800,670,466,5520,5986
Friday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2012,other,NA,Good,other,NA,672,2012-11-02,11,368,971.5845520000001,5200,1139,618,5229,5847
Saturday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,November,November,November,2012,other,NA,Clouds/Mist,other,NA,673,2012-11-03,11,368,934.365976,4900,1206,1029,4109,5138
Sunday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,November,November,November,2012,other,NA,Good,other,NA,674,2012-11-04,11,321,940.9459280000001,5300,804,1201,3906,5107
Monday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2012,other,NA,Good,other,NA,675,2012-11-05,11,321,916.1347000000001,4900,1005,378,4881,5259
Tuesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2012,other,NA,Good,other,NA,676,2012-11-06,11,227,885.4914520000001,5600,737,466,5220,5686
Wednesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2012,other,NA,Clouds/Mist,other,NA,677,2012-11-07,11,227,877.461876,5400,1340,326,4709,5035
Thursday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2012,other,NA,Good,other,NA,678,2012-11-08,11,368,955.225996,3300,1541,340,4975,5315
Friday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2012,other,NA,Good,other,NA,679,2012-11-09,11,368,970.857428,5400,938,709,5283,5992
Saturday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,November,November,November,2012,other,NA,Good,other,NA,680,2012-11-10,11,462,1015.3911720000001,6400,201,2090,4446,6536
Sunday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,November,November,November,2012,other,NA,Good,other,NA,681,2012-11-11,11,509,1047.500228,6500,536,2290,4562,6852
Monday,NA,other,Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,November,November,November,2012,other,NA,Good,other,NA,682,2012-11-12,11,650,1109.5427479999998,7400,737,1097,5172,6269
Tuesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2012,other,NA,Clouds/Mist,other,NA,683,2012-11-13,11,368,933.6480999999999,6600,1474,327,3767,4094
Wednesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2012,other,NA,Good,other,NA,684,2012-11-14,11,227,885.4868280000001,5500,871,373,5122,5495
