weekday,weekday_chr,weekday_fct,holiday,holiday_chr,holiday_fct,season,season_chr,season_fct,workingday,workingday_chr,workingday_fct,month_ord,month_fct,yr,yr_chr,yr_fct,weathersit,weathersit_chr,weathersit_fct,instant,dteday,mnth,temp,atemp,hum,windspeed,casual,registered,cnt
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,May,May,1,2012,2012,1,Good,Good,496,2012-05-10,5,15,32.720622000000006,55,21,1026,5546,6572
5,Friday,Friday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,May,May,1,2012,2012,1,Good,Good,497,2012-05-11,5,17,33.708321999999995,36,15,1319,5711,7030
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,May,May,1,2012,2012,1,Good,Good,498,2012-05-12,5,18,34.523778,48,8,2622,4807,7429
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,May,May,1,2012,2012,1,Good,Good,499,2012-05-13,5,20,35.898092000000005,57,15,2172,3946,6118
1,Monday,Monday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,May,May,1,2012,2012,2,Clouds/Mist,Clouds/Mist,500,2012-05-14,5,18,34.696600000000004,78,14,342,2501,2843
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,May,May,1,2012,2012,2,Clouds/Mist,Clouds/Mist,501,2012-05-15,5,20,35.597736,79,9,625,4490,5115
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,May,May,1,2012,2012,1,Good,Good,502,2012-05-16,5,21,36.263149999999996,69,8,991,6433,7424
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,May,May,1,2012,2012,1,Good,Good,503,2012-05-17,5,19,35.468842,52,15,1242,6142,7384
5,Friday,Friday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,May,May,1,2012,2012,1,Good,Good,504,2012-05-18,5,18,34.738113999999996,52,9,1521,6118,7639
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,May,May,1,2012,2012,1,Good,Good,505,2012-05-19,5,20,35.274872,45,5,3410,4884,8294
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,May,May,1,2012,2012,1,Good,Good,506,2012-05-20,5,21,35.854878,53,17,2704,4425,7129
1,Monday,Monday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,May,May,1,2012,2012,2,Clouds/Mist,Clouds/Mist,507,2012-05-21,5,20,35.232678,81,15,630,3729,4359
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,May,May,1,2012,2012,2,Clouds/Mist,Clouds/Mist,508,2012-05-22,5,20,35.748050000000006,76,7,819,5254,6073
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,May,May,1,2012,2012,2,Clouds/Mist,Clouds/Mist,509,2012-05-23,5,21,35.876808,77,6,766,4494,5260
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,May,May,1,2012,2012,1,Good,Good,510,2012-05-24,5,22,36.6278,71,11,1059,5711,6770
5,Friday,Friday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,May,May,1,2012,2012,1,Good,Good,511,2012-05-25,5,23,37.335986,74,9,1417,5317,6734
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,May,May,1,2012,2012,1,Good,Good,512,2012-05-26,5,24,37.851664,73,13,2855,3681,6536
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,May,May,1,2012,2012,1,Good,Good,513,2012-05-27,5,24,37.80845,69,14,3283,3308,6591
1,Monday,Monday,1,Holiday,Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,May,May,1,2012,2012,1,Good,Good,514,2012-05-28,5,25,39.096199999999996,67,13,2557,3486,6043
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,May,May,1,2012,2012,1,Good,Good,515,2012-05-29,5,25,38.881728,68,19,880,4863,5743
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,May,May,1,2012,2012,2,Clouds/Mist,Clouds/Mist,516,2012-05-30,5,22,36.778386,67,9,745,6110,6855
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,May,May,1,2012,2012,1,Good,Good,517,2012-05-31,5,23,37.465186,49,13,1100,6238,7338
5,Friday,Friday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Jun,June,1,2012,2012,2,Clouds/Mist,Clouds/Mist,518,2012-06-01,6,22,36.670708000000005,75,15,533,3594,4127
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,Jun,June,1,2012,2012,1,Good,Good,519,2012-06-02,6,19,35.253792000000004,54,12,2795,5325,8120
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,Jun,June,1,2012,2012,1,Good,Good,520,2012-06-03,6,20,35.554522,49,12,2494,5147,7641
1,Monday,Monday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Jun,June,1,2012,2012,1,Good,Good,521,2012-06-04,6,20,35.661622,48,19,1071,5927,6998
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Jun,June,1,2012,2012,2,Clouds/Mist,Clouds/Mist,522,2012-06-05,6,17,33.880328000000006,61,14,968,6033,7001
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Jun,June,1,2012,2012,1,Good,Good,523,2012-06-06,6,18,34.437928,61,5,1027,6028,7055
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Jun,June,1,2012,2012,1,Good,Good,524,2012-06-07,6,20,35.361028000000005,56,10,1038,6456,7494
5,Friday,Friday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Jun,June,1,2012,2012,1,Good,Good,525,2012-06-08,6,22,36.327308,46,11,1488,6248,7736
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,Jun,June,1,2012,2012,1,Good,Good,526,2012-06-09,6,25,38.044478,43,9,2708,4790,7498
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,Jun,June,1,2012,2012,1,Good,Good,527,2012-06-10,6,26,38.559578,53,8,2224,4374,6598
1,Monday,Monday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Jun,June,1,2012,2012,2,Clouds/Mist,Clouds/Mist,528,2012-06-11,6,25,38.430514,58,13,1017,5647,6664
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Jun,June,1,2012,2012,2,Clouds/Mist,Clouds/Mist,529,2012-06-12,6,22,36.32775,83,14,477,4495,4972
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Jun,June,1,2012,2012,1,Good,Good,530,2012-06-13,6,22,36.777978000000004,58,22,1173,6248,7421
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Jun,June,1,2012,2012,1,Good,Good,531,2012-06-14,6,22,37.229022,56,17,1180,6183,7363
5,Friday,Friday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Jun,June,1,2012,2012,1,Good,Good,532,2012-06-15,6,22,36.391636000000005,58,11,1563,6102,7665
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,Jun,June,1,2012,2012,1,Good,Good,533,2012-06-16,6,21,36.220072,50,11,2963,4739,7702
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,0,Non-Working Day,Non-Working Day,Jun,June,1,2012,2012,1,Good,Good,534,2012-06-17,6,19,35.44715,59,9,2634,4344,6978
1,Monday,Monday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Jun,June,1,2012,2012,2,Clouds/Mist,Clouds/Mist,535,2012-06-18,6,18,34.524628,77,11,653,4446,5099
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Jun,June,1,2012,2012,1,Good,Good,536,2012-06-19,6,24,38.259528,69,9,968,5857,6825
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,2,Summer,Summer,1,Working Day,Working Day,Jun,June,1,2012,2012,1,Good,Good,537,2012-06-20,6,28,40.513149999999996,59,7,872,5339,6211
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jun,June,1,2012,2012,1,Good,Good,538,2012-06-21,6,29,41.586428,56,7,778,5127,5905
5,Friday,Friday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jun,June,1,2012,2012,1,Good,Good,539,2012-06-22,6,28,40.620114,57,12,964,4859,5823
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Jun,June,1,2012,2012,1,Good,Good,540,2012-06-23,6,26,38.194928000000004,53,12,2657,4801,7458
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Jun,June,1,2012,2012,1,Good,Good,541,2012-06-24,6,26,38.924636,47,9,2551,4340,6891
1,Monday,Monday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jun,June,1,2012,2012,1,Good,Good,542,2012-06-25,6,25,38.237428,50,20,1139,5640,6779
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jun,June,1,2012,2012,1,Good,Good,543,2012-06-26,6,21,36.219936000000004,37,23,1077,6365,7442
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jun,June,1,2012,2012,1,Good,Good,544,2012-06-27,6,24,37.786928,36,18,1077,6258,7335
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jun,June,1,2012,2012,1,Good,Good,545,2012-06-28,6,27,38.967408,42,11,921,5958,6879
5,Friday,Friday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jun,June,1,2012,2012,1,Good,Good,546,2012-06-29,6,31,42.744842,48,11,829,4634,5463
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Jun,June,1,2012,2012,1,Good,Good,547,2012-06-30,6,27,39.375271999999995,60,10,1455,4232,5687
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Jul,July,1,2012,2012,1,Good,Good,548,2012-07-01,7,30,41.521386,51,11,1421,4110,5531
1,Monday,Monday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jul,July,1,2012,2012,1,Good,Good,549,2012-07-02,7,28,39.869292,44,13,904,5323,6227
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jul,July,1,2012,2012,1,Good,Good,550,2012-07-03,7,28,39.890100000000004,49,8,1052,5608,6660
3,Wednesday,Wednesday,1,Holiday,Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Jul,July,1,2012,2012,1,Good,Good,551,2012-07-04,7,29,40.899457999999996,53,9,2562,4841,7403
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jul,July,1,2012,2012,1,Good,Good,552,2012-07-05,7,30,41.886478,45,12,1405,4836,6241
5,Friday,Friday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jul,July,1,2012,2012,1,Good,Good,553,2012-07-06,7,30,41.586122,45,9,1366,4841,6207
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Jul,July,1,2012,2012,1,Good,Good,554,2012-07-07,7,32,43.367042,49,10,1448,3392,4840
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Jul,July,1,2012,2012,1,Good,Good,555,2012-07-08,7,30,42.873464,57,8,1203,3469,4672
1,Monday,Monday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jul,July,1,2012,2012,2,Clouds/Mist,Clouds/Mist,556,2012-07-09,7,25,38.237836,68,12,998,5571,6569
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jul,July,1,2012,2012,2,Clouds/Mist,Clouds/Mist,557,2012-07-10,7,25,38.603064,66,10,954,5336,6290
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jul,July,1,2012,2012,1,Good,Good,558,2012-07-11,7,25,38.109214,63,10,975,6289,7264
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jul,July,1,2012,2012,1,Good,Good,559,2012-07-12,7,25,38.259222,52,9,1032,6414,7446
5,Friday,Friday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jul,July,1,2012,2012,2,Clouds/Mist,Clouds/Mist,560,2012-07-13,7,26,38.709722,48,5,1511,5988,7499
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Jul,July,1,2012,2012,2,Clouds/Mist,Clouds/Mist,561,2012-07-14,7,25,38.645428,69,9,2355,4614,6969
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Jul,July,1,2012,2012,1,Good,Good,562,2012-07-15,7,27,39.976664,71,11,1920,4111,6031
1,Monday,Monday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jul,July,1,2012,2012,1,Good,Good,563,2012-07-16,7,27,40.62025,64,11,1088,5742,6830
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jul,July,1,2012,2012,1,Good,Good,564,2012-07-17,7,30,41.693222,50,7,921,5865,6786
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jul,July,1,2012,2012,1,Good,Good,565,2012-07-18,7,29,41.349822,57,9,799,4914,5713
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jul,July,1,2012,2012,1,Good,Good,566,2012-07-19,7,28,40.297827999999996,60,11,888,5703,6591
5,Friday,Friday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jul,July,1,2012,2012,2,Clouds/Mist,Clouds/Mist,567,2012-07-20,7,23,36.84285,84,14,747,5123,5870
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Jul,July,1,2012,2012,3,Rain/Snow/Storm,Rain/Snow/Storm,568,2012-07-21,7,20,34.697008,86,14,1264,3195,4459
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Jul,July,1,2012,2012,2,Clouds/Mist,Clouds/Mist,569,2012-07-22,7,23,37.18625,76,6,2544,4866,7410
1,Monday,Monday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jul,July,1,2012,2012,1,Good,Good,570,2012-07-23,7,26,39.460578,69,9,1135,5831,6966
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jul,July,1,2012,2012,1,Good,Good,571,2012-07-24,7,27,40.0193,65,14,1140,6452,7592
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jul,July,1,2012,2012,1,Good,Good,572,2012-07-25,7,26,38.237836,45,11,1383,6790,8173
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jul,July,1,2012,2012,1,Good,Good,573,2012-07-26,7,28,41.134941999999995,59,19,1036,5825,6861
5,Friday,Friday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jul,July,1,2012,2012,1,Good,Good,574,2012-07-27,7,28,40.963378,59,10,1259,5645,6904
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Jul,July,1,2012,2012,1,Good,Good,575,2012-07-28,7,27,39.718536,61,10,2234,4451,6685
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Jul,July,1,2012,2012,1,Good,Good,576,2012-07-29,7,25,38.709722,62,11,2153,4444,6597
1,Monday,Monday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jul,July,1,2012,2012,1,Good,Good,577,2012-07-30,7,26,39.289558,66,10,1040,6065,7105
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Jul,July,1,2012,2012,1,Good,Good,578,2012-07-31,7,25,38.538464000000005,70,11,968,6248,7216
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Aug,August,1,2012,2012,1,Good,Good,579,2012-08-01,8,25,38.688472000000004,67,9,1074,6506,7580
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Aug,August,1,2012,2012,1,Good,Good,580,2012-08-02,8,27,40.040992,65,8,983,6278,7261
5,Friday,Friday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Aug,August,1,2012,2012,2,Clouds/Mist,Clouds/Mist,581,2012-08-03,8,27,40.577478,64,14,1328,5847,7175
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Aug,August,1,2012,2012,1,Good,Good,582,2012-08-04,8,29,41.543078,61,17,2345,4479,6824
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Aug,August,1,2012,2012,1,Good,Good,583,2012-08-05,8,28,40.856685999999996,65,19,1707,3757,5464
1,Monday,Monday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Aug,August,1,2012,2012,2,Clouds/Mist,Clouds/Mist,584,2012-08-06,8,27,40.148364,65,8,1233,5780,7013
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Aug,August,1,2012,2012,2,Clouds/Mist,Clouds/Mist,585,2012-08-07,8,26,39.719114000000005,70,7,1278,5995,7273
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Aug,August,1,2012,2012,2,Clouds/Mist,Clouds/Mist,586,2012-08-08,8,27,40.062378,67,7,1263,6271,7534
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Aug,August,1,2012,2012,1,Good,Good,587,2012-08-09,8,27,39.783272,62,10,1196,6090,7286
5,Friday,Friday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Aug,August,1,2012,2012,2,Clouds/Mist,Clouds/Mist,588,2012-08-10,8,25,38.710028,71,16,1065,4721,5786
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Aug,August,1,2012,2012,2,Clouds/Mist,Clouds/Mist,589,2012-08-11,8,24,37.701078,73,13,2247,4052,6299
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Aug,August,1,2012,2012,1,Good,Good,590,2012-08-12,8,24,37.915686,53,8,2182,4362,6544
1,Monday,Monday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Aug,August,1,2012,2012,1,Good,Good,591,2012-08-13,8,25,38.516636000000005,54,9,1207,5676,6883
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Aug,August,1,2012,2012,1,Good,Good,592,2012-08-14,8,26,39.010486,68,11,1128,5656,6784
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Aug,August,1,2012,2012,1,Good,Good,593,2012-08-15,8,25,38.237258,61,11,1198,6149,7347
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Aug,August,1,2012,2012,1,Good,Good,594,2012-08-16,8,25,38.259392000000005,51,9,1338,6267,7605
5,Friday,Friday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Aug,August,1,2012,2012,1,Good,Good,595,2012-08-17,8,25,24.2416,57,15,1483,5665,7148
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Aug,August,1,2012,2012,1,Good,Good,596,2012-08-18,8,23,37.014414,60,11,2827,5038,7865
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Aug,August,1,2012,2012,2,Clouds/Mist,Clouds/Mist,597,2012-08-19,8,21,36.520836,71,5,1208,3341,4549
1,Monday,Monday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Aug,August,1,2012,2012,2,Clouds/Mist,Clouds/Mist,598,2012-08-20,8,21,36.262878,73,8,1026,5504,6530
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Aug,August,1,2012,2012,1,Good,Good,599,2012-08-21,8,22,36.43485,67,4,1081,5925,7006
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Aug,August,1,2012,2012,1,Good,Good,600,2012-08-22,8,23,37.143036,67,4,1094,6281,7375
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Aug,August,1,2012,2012,1,Good,Good,601,2012-08-23,8,24,37.658272,63,5,1363,6402,7765
5,Friday,Friday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Aug,August,1,2012,2012,2,Clouds/Mist,Clouds/Mist,602,2012-08-24,8,25,38.001400000000004,61,4,1325,6257,7582
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Aug,August,1,2012,2012,2,Clouds/Mist,Clouds/Mist,603,2012-08-25,8,23,37.035664,71,16,1829,4224,6053
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Aug,August,1,2012,2012,2,Clouds/Mist,Clouds/Mist,604,2012-08-26,8,22,36.263864,84,15,1483,3772,5255
1,Monday,Monday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Aug,August,1,2012,2012,1,Good,Good,605,2012-08-27,8,25,38.259392000000005,73,8,989,5928,6917
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Aug,August,1,2012,2012,1,Good,Good,606,2012-08-28,8,26,38.645700000000005,62,12,935,6105,7040
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Aug,August,1,2012,2012,1,Good,Good,607,2012-08-29,8,24,37.614922,55,7,1177,6520,7697
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Aug,August,1,2012,2012,1,Good,Good,608,2012-08-30,8,25,38.194486,59,5,1172,6541,7713
5,Friday,Friday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Aug,August,1,2012,2012,1,Good,Good,609,2012-08-31,8,27,39.4396,58,11,1433,5917,7350
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Sep,September,1,2012,2012,2,Clouds/Mist,Clouds/Mist,610,2012-09-01,9,27,39.890236,63,7,2352,3788,6140
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Sep,September,1,2012,2012,2,Clouds/Mist,Clouds/Mist,611,2012-09-02,9,24,38.066,81,4,2613,3197,5810
1,Monday,Monday,1,Holiday,Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Sep,September,1,2012,2012,1,Good,Good,612,2012-09-03,9,25,38.495385999999996,79,10,1965,4069,6034
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Sep,September,1,2012,2012,1,Good,Good,613,2012-09-04,9,26,39.354192,75,15,867,5997,6864
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Sep,September,1,2012,2012,1,Good,Good,614,2012-09-05,9,26,40.105422000000004,74,12,832,6280,7112
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Sep,September,1,2012,2012,2,Clouds/Mist,Clouds/Mist,615,2012-09-06,9,24,38.281186000000005,81,9,611,5592,6203
5,Friday,Friday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Sep,September,1,2012,2012,1,Good,Good,616,2012-09-07,9,25,38.344936000000004,73,11,1045,6459,7504
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Sep,September,1,2012,2012,2,Clouds/Mist,Clouds/Mist,617,2012-09-08,9,22,36.778114,79,18,1557,4419,5976
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Sep,September,1,2012,2012,1,Good,Good,618,2012-09-09,9,20,35.68345,54,15,2570,5657,8227
1,Monday,Monday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Sep,September,1,2012,2012,1,Good,Good,619,2012-09-10,9,19,35.232236,50,17,1118,6407,7525
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Sep,September,1,2012,2012,1,Good,Good,620,2012-09-11,9,19,34.845928,52,6,1070,6697,7767
